Window_ID,Start_Date,End_Date,SMA,Min_Support,Max_Resistance,Volatility_Pct,Slope_Pct,Signal
190,2025-12-20,2025-12-30,318.99,292.91,369.07,7.11,1.132,BULLISH
191,2025-12-21,2025-12-30,323.15,292.91,378.74,7.87,1.266,BULLISH
192,2025-12-21,2025-12-31,327.56,296.71,380.97,8.36,1.355,BULLISH
193,2025-12-22,2025-12-31,331.65,296.71,380.98,8.71,1.433,BULLISH
194,2025-12-22,2026-01-01,336.14,299.36,386.4,8.94,1.482,BULLISH
195,2025-12-23,2026-01-01,341.67,299.36,412.7,9.74,1.621,BULLISH
196,2025-12-23,2026-01-02,346.87,300.52,412.7,9.91,1.658,BULLISH
197,2025-12-24,2026-01-02,351.71,300.52,412.7,10.15,1.718,BULLISH
198,2025-12-24,2026-01-03,355.63,300.52,412.7,9.99,1.684,BULLISH
199,2025-12-25,2026-01-03,358.61,300.52,412.7,9.52,1.536,BULLISH
200,2025-12-25,2026-01-04,362.16,300.52,412.7,8.83,1.353,BULLISH
201,2025-12-26,2026-01-04,365.63,308.3,412.7,7.85,1.105,BULLISH
202,2025-12-26,2026-01-05,368.31,320.41,412.7,6.94,0.836,BULLISH
203,2025-12-27,2026-01-05,369.79,330.33,412.7,6.36,0.557,BULLISH
204,2025-12-27,2026-01-06,370.87,334.59,412.7,5.97,0.319,BULLISH
205,2025-12-28,2026-01-06,372.32,334.59,412.7,5.59,0.163,BULLISH
206,2025-12-28,2026-01-07,374.58,338.85,412.7,5.07,0.031,NEUTRAL
207,2025-12-29,2026-01-07,377.32,349.95,412.7,4.64,-0.046,NEUTRAL
208,2025-12-29,2026-01-08,379.25,349.95,412.7,4.43,-0.097,BEARISH
209,2025-12-30,2026-01-08,380.74,349.95,412.7,4.35,-0.118,BEARISH
210,2025-12-30,2026-01-09,381.06,349.95,412.7,4.3,-0.186,BEARISH
211,2025-12-31,2026-01-09,380.39,349.95,412.7,4.4,-0.254,BEARISH
212,2025-12-31,2026-01-10,381.26,349.95,412.7,4.51,-0.184,BEARISH
213,2026-01-01,2026-01-10,381.64,349.95,412.7,4.52,-0.158,BEARISH
214,2026-01-01,2026-01-11,381.59,349.95,412.7,4.52,-0.124,BEARISH
215,2026-01-02,2026-01-11,380.66,349.95,407.26,4.2,0.052,NEUTRAL
216,2026-01-02,2026-01-12,379.95,349.95,407.26,4.02,0.179,BULLISH
217,2026-01-03,2026-01-12,379.19,349.95,398.29,3.76,0.339,BULLISH
218,2026-01-03,2026-01-13,379.74,349.95,401.97,3.92,0.473,BULLISH
219,2026-01-04,2026-01-13,381.58,349.95,407.85,4.17,0.54,BULLISH
220,2026-01-04,2026-01-14,383.58,349.95,415.64,4.56,0.64,BULLISH
221,2026-01-05,2026-01-14,386.83,349.95,434.88,5.28,0.768,BULLISH
222,2026-01-05,2026-01-15,390.28,349.95,434.88,5.57,0.822,BULLISH
223,2026-01-06,2026-01-15,395.22,352.02,448.77,5.86,0.862,BULLISH
224,2026-01-06,2026-01-16,399.76,365.47,448.77,5.8,0.852,BULLISH
225,2026-01-07,2026-01-16,403.03,365.47,448.77,5.68,0.831,BULLISH
226,2026-01-07,2026-01-17,405.91,365.47,448.77,5.77,0.856,BULLISH
227,2026-01-08,2026-01-17,408.92,365.47,453.78,6.22,0.969,BULLISH
228,2026-01-08,2026-01-18,413.04,365.47,473.58,6.95,1.115,BULLISH
229,2026-01-09,2026-01-18,417.89,365.47,489.17,7.82,1.284,BULLISH
230,2026-01-09,2026-01-19,424.2,365.47,501.71,8.46,1.389,BULLISH
231,2026-01-10,2026-01-19,431.65,385.44,514.54,8.88,1.449,BULLISH
232,2026-01-10,2026-01-20,438.48,385.44,534.96,9.94,1.643,BULLISH
233,2026-01-11,2026-01-20,445.05,385.44,534.96,10.21,1.704,BULLISH
